sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2021-04-26T09:26:26;Nov 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:29:14;Nov 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:31:59;Nov 80;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:34:31;Nov 80;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:37:13;Nov 90;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:40:01;Nov 90;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:42:50;12. Okt;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:45:22;Dez 20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:47:51;Dez 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:50:18;Dez 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:52:44;Dez 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:55:37;Dez 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:58:04;Dez 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:00:33;Dez 90;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:03:01;13.20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:05:27;13.20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:07:54;14. Okt;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:10:21;15.60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:12:47;17.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:15:14;18.20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:17:43;18.30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:20:13;18.90;Feb 30
3660;DHT22;1846;51.482;7.224;2021-04-26T10:22:41;20.00;Apr 60
3660;DHT22;1846;51.482;7.224;2021-04-26T10:25:10;21.00;Jul 50
3660;DHT22;1846;51.482;7.224;2021-04-26T10:27:40;21.60;Sep 90
3660;DHT22;1846;51.482;7.224;2021-04-26T10:30:09;22.60;13.50
3660;DHT22;1846;51.482;7.224;2021-04-26T10:32:55;22.20;Okt 70
3660;DHT22;1846;51.482;7.224;2021-04-26T10:35:22;22.60;Dez 20
3660;DHT22;1846;51.482;7.224;2021-04-26T10:37:49;23.00;13.40
3660;DHT22;1846;51.482;7.224;2021-04-26T10:40:20;23.80;18.00
3660;DHT22;1846;51.482;7.224;2021-04-26T10:42:49;24.80;22.30
3660;DHT22;1846;51.482;7.224;2021-04-26T10:45:20;25.60;25. Okt
3660;DHT22;1846;51.482;7.224;2021-04-26T10:48:05;26. Okt;27.60
3660;DHT22;1846;51.482;7.224;2021-04-26T10:50:41;25.90;25.60
3660;DHT22;1846;51.482;7.224;2021-04-26T10:53:08;25.60;24.30
3660;DHT22;1846;51.482;7.224;2021-04-26T10:55:52;26.00;34.50
3660;DHT22;1846;51.482;7.224;2021-04-26T10:58:25;26.30;25.90
3660;DHT22;1846;51.482;7.224;2021-04-26T11:00:53;25.70;23.20
3660;DHT22;1846;51.482;7.224;2021-04-26T11:03:39;24.90;19.20
3660;DHT22;1846;51.482;7.224;2021-04-26T11:06:16;24.60;17.40
3660;DHT22;1846;51.482;7.224;2021-04-26T11:08:43;23.90;13.20
3660;DHT22;1846;51.482;7.224;2021-04-26T11:11:14;23.50;Nov 40
3660;DHT22;1846;51.482;7.224;2021-04-26T11:13:47;24.20;14.80
3660;DHT22;1846;51.482;7.224;2021-04-26T11:16:15;25.30;19.40
3660;DHT22;1846;51.482;7.224;2021-04-26T11:18:45;25.70;20.80
3660;DHT22;1846;51.482;7.224;2021-04-26T11:21:59;26.00;22.00
3660;DHT22;1846;51.482;7.224;2021-04-26T11:25:00;25.80;20.40
3660;DHT22;1846;51.482;7.224;2021-04-26T11:27:28;25.70;17.00
3660;DHT22;1846;51.482;7.224;2021-04-26T11:30:18;25.50;16.40
3660;DHT22;1846;51.482;7.224;2021-04-26T11:33:07;25. Okt;14.00
3660;DHT22;1846;51.482;7.224;2021-04-26T11:35:37;25.00;Dez 70
3660;DHT22;1846;51.482;7.224;2021-04-26T11:38:24;25.30;14.70
3660;DHT22;1846;51.482;7.224;2021-04-26T11:40:51;25.40;14.60
